t,i1,q1,q2,i2,p
30628,0,0,0,0,0
30629,292,0,0,0,0
30630,0,0,0,0,0
30631,0,0,0,819,0
30632,0,0,0,819,4096
30633,0,0,0,0,4096
30634,0,0,0,0,4096
30635,0,0,0,0,4096
30636,0,0,0,0,4096
30637,0,0,0,0,0
30638,0,0,0,0,0
30639,0,0,0,0,0
30640,0,0,0,0,0
30641,0,0,0,0,0
30642,0,0,0,0,4096
30643,0,0,0,0,4096
30644,0,0,0,1092,4096
30645,0,0,0,0,4096
30646,0,0,0,0,4096
30647,0,0,0,0,0
30648,0,0,0,0,0
30649,0,0,0,0,0
30650,0,0,0,0,0
30651,0,0,0,0,0
30652,0,0,0,0,4096
30653,0,0,0,0,4096
30654,0,0,0,0,4096
30655,0,0,0,1092,4096
30656,0,0,0,1365,4096
30657,0,0,0,0,0
30658,0,0,0,0,0
30659,0,0,0,0,0
30660,0,0,0,0,0
30661,0,0,0,0,0
30662,0,0,0,0,4096
30663,0,0,0,0,4096
30664,0,0,0,0,4096
30665,0,0,0,819,4096
30666,0,0,0,0,0
30667,0,0,0,0,0
30668,0,0,0,0,0
30669,0,0,0,0,0
30670,0,0,0,0,0
30671,0,0,0,0,4096
30672,2121,0,0,0,4096
30673,585,0,0,0,4096
30674,0,0,0,0,4096
30675,0,0,0,1638,4096
30676,0,0,0,0,0
30677,0,0,0,0,0
30678,0,0,0,0,0
30679,0,0,0,0,0
30680,0,0,0,0,0
30681,0,0,0,0,4096
30682,0,0,0,0,4096
30683,0,0,0,0,4096
30684,0,0,0,0,4096
30685,0,0,0,0,4096
30686,0,0,0,0,0
30687,0,0,0,0,0
30688,0,0,0,0,0
30689,0,0,0,0,0
30690,0,0,0,0,0
30691,658,0,0,0,4096
30692,365,0,0,0,4096
30693,0,0,0,0,4096
30694,0,0,0,0,4096
30695,585,0,0,0,4096
30696,0,0,0,0,0
30697,0,0,0,0,0
30698,0,0,0,0,0
30699,0,0,0,0,0
30700,0,0,0,0,4096
30701,0,2279,0,0,4096
30702,0,4096,0,0,4096
30703,0,4096,0,0,4096
30704,0,2730,0,0,4096
30705,0,693,0,1365,0
30706,1024,0,0,3822,0
30707,0,0,0,0,0
30708,0,0,0,0,0
30709,0,0,0,0,0
30710,0,78,0,0,4096
30711,0,4096,0,0,4096
30712,0,4096,0,0,4096
30713,0,4096,0,0,4096
30714,0,4096,0,0,4096
30715,0,2756,0,0,0
30716,0,676,0,0,0
30717,0,676,0,0,0
30718,438,0,0,2457,0
30719,0,0,0,0,0
30720,0,0,0,0,0
30721,0,0,0,0,4096
30722,0,0,0,0,4096
30723,0,0,0,0,4096
30724,641,0,0,0,4096
30725,1424,0,0,0,4096
30726,961,0,0,0,0
30727,961,0,0,0,0
30728,213,2002,0,0,0
30729,0,4096,0,1228,0
30730,0,3632,0,0,0
30731,0,979,0,0,4096
30732,0,0,0,0,4096
30733,0,0,0,0,4096
30734,0,0,0,0,4096
30735,0,0,0,0,4096
30736,0,0,0,0,4096
30737,0,0,0,0,0
30738,0,0,0,819,0
30739,0,0,0,0,0
30740,0,0,0,0,0
30741,0,0,0,0,0
30742,0,0,0,0,4096
30743,0,0,0,0,4096
30744,0,0,0,0,4096
30745,0,0,0,0,4096
30746,0,0,0,0,4096
30747,0,0,0,0,0
30748,0,0,0,0,0
30749,0,0,0,0,0
30750,0,0,0,819,0
30751,0,0,0,0,0
30752,0,0,0,0,4096
30753,0,0,0,0,4096
30754,0,0,0,0,4096
30755,0,0,0,0,4096
30756,0,0,0,0,0
30757,0,0,0,0,0
30758,0,0,0,0,0
30759,0,0,0,0,0
30760,0,0,0,2252,4096
30761,0,0,0,0,4096
30762,0,0,0,0,4096
30763,0,0,0,0,4096
30764,0,0,0,0,4096
30765,0,0,0,0,0
30766,0,0,0,0,0
30767,0,0,0,0,0
30768,0,0,0,0,0
30769,0,0,0,0,0
30770,0,0,0,0,4096
30771,0,0,0,0,4096
30772,0,0,0,2252,4096
30773,0,0,0,819,4096
30774,0,0,0,0,4096
30775,0,0,0,0,0
30776,0,0,0,0,0
30777,0,0,0,0,0
30778,0,0,0,0,0
30779,0,0,0,0,0
30780,0,0,0,0,4096
30781,0,0,0,0,4096
30782,0,0,0,0,4096
30783,0,0,0,819,4096
30784,0,0,0,0,4096
30785,0,0,0,0,0
30786,0,0,0,0,0
30787,0,0,0,0,0
30788,0,0,0,0,0
30789,0,0,0,0,0
30790,0,0,0,0,4096
30791,0,0,0,0,4096
30792,0,0,0,0,4096
30793,0,0,0,819,4096
30794,0,0,0,819,4096
30795,0,0,0,0,4096
30796,0,0,0,0,0
30797,0,0,0,0,0
30798,0,0,0,0,0
30799,0,0,0,0,0
30800,0,0,0,0,0
30801,0,0,0,0,4096
30802,0,0,0,0,4096
30803,0,0,0,1433,4096
30804,0,0,0,4096,4096
30805,0,0,0,0,0
30806,0,0,0,0,0
30807,0,0,0,0,0
30808,0,0,0,0,0
30809,0,0,0,0,0
30810,0,0,0,0,0
30811,0,0,0,0,0
30812,0,0,0,0,4096
30813,0,0,0,614,4096
30814,0,0,0,0,4096
30815,0,0,0,0,4096
30816,0,0,0,0,4096
30817,0,0,0,0,0
30818,0,0,0,0,0
30819,0,0,0,0,0
30820,0,0,0,0,0
30821,534,0,0,0,0
30822,391,0,0,0,4096
30823,0,0,0,0,4096
30824,0,0,0,0,4096
30825,0,0,0,0,4096
30826,0,0,0,0,0
30827,0,0,0,0,0
30828,0,0,0,0,0
30829,0,0,0,0,0
30830,712,0,0,0,0
30831,1460,0,0,2457,4096
30832,427,112,0,0,4096
30833,0,316,0,0,4096
30834,0,0,0,0,4096
30835,0,0,0,0,4096
30836,0,0,0,0,0
30837,0,0,0,0,0
30838,0,0,0,0,0
30839,0,0,0,0,0
30840,2030,0,0,0,0
30841,3526,0,2363,614,4096
30842,3953,0,3623,614,4096
30843,3383,0,4096,614,4096
30844,0,641,0,0,4096
30845,0,4096,0,0,4096
30846,0,4096,0,0,0
30847,0,931,0,0,0
30848,0,143,0,0,0
30849,0,0,0,0,0
30850,0,0,0,0,0
30851,0,0,0,0,4096
30852,0,0,0,0,4096
30853,0,0,0,4096,4096
30854,0,0,0,1024,4096
30855,0,0,0,0,4096
30856,0,0,0,0,0
30857,0,0,0,0,0
30858,0,0,0,0,0
30859,0,0,0,0,0
30860,0,0,0,0,0
30861,0,0,0,819,4096
30862,0,0,0,2662,4096
30863,0,0,0,819,4096
30864,0,0,0,2048,4096
30865,0,0,0,0,4096
30866,0,0,0,0,0
30867,0,0,0,0,0
30868,0,0,0,0,0
30869,0,0,0,0,0
30870,0,0,0,0,0
30871,0,0,0,0,0
30872,142,0,0,1228,4096
30873,0,0,0,614,4096
30874,0,0,0,819,4096
30875,0,0,0,0,4096
30876,0,0,0,0,4096
30877,0,0,0,0,0
30878,0,0,0,0,0
30879,0,762,0,0,0
30880,0,4096,0,0,0
30881,0,4096,0,0,0
30882,0,3385,0,0,4096
30883,0,2266,0,0,4096
30884,0,299,0,0,4096
30885,0,0,0,0,4096
30886,0,0,0,0,4096
30887,0,0,0,0,0
30888,0,0,0,0,0
30889,0,0,0,0,0
30890,0,723,0,0,0
30891,0,0,0,0,4096
30892,0,0,0,0,4096
30893,0,0,0,2252,4096
30894,0,0,0,0,4096
30895,0,0,0,0,4096
30896,0,0,0,0,0
30897,0,0,0,0,0
30898,0,0,0,0,0
30899,0,0,0,0,0
30900,0,0,0,0,0
30901,0,0,0,0,4096
30902,0,0,0,0,4096
30903,0,0,0,614,4096
30904,0,0,0,0,4096
30905,0,0,0,0,4096
30906,0,0,0,0,0
30907,0,0,0,0,0
30908,0,0,0,0,0
30909,0,0,0,0,0
30910,0,0,0,0,0
30911,0,0,0,0,4096
30912,0,0,0,0,4096
30913,0,0,0,1024,4096
30914,0,0,0,4096,4096
30915,0,0,0,0,4096
30916,0,0,0,0,0
30917,0,0,0,0,0
30918,0,0,0,0,0
30919,0,0,0,0,0
30920,0,0,0,0,0
30921,0,0,0,0,4096
30922,0,0,0,0,4096
30923,0,0,0,614,4096
30924,0,0,0,0,4096
30925,0,0,0,0,0
30926,0,0,0,0,0
30927,0,0,0,0,0
30928,0,0,0,0,0
30929,0,0,0,0,0
30930,0,0,0,0,4096
30931,0,0,0,0,4096
30932,0,0,0,0,4096
30933,0,0,0,0,4096
30934,0,0,0,0,4096
30935,0,0,0,0,0
30936,0,0,0,819,0
30937,0,0,0,819,0
30938,0,0,0,0,0
30939,0,0,0,0,0
30940,0,0,0,0,4096
30941,0,0,0,0,4096
30942,0,0,0,0,4096
30943,0,0,0,0,4096
30944,961,0,0,0,4096
30945,1602,0,0,0,0
30946,569,0,0,0,0
30947,569,0,0,0,0
30948,0,99,0,0,0
30949,0,0,0,0,0
30950,0,0,0,0,4096
30951,0,0,0,0,4096
30952,0,0,0,0,4096
30953,0,0,0,0,4096
30954,0,212,0,0,0
30955,0,988,0,0,0
30956,0,754,0,0,0
30957,0,0,0,614,0
30958,0,0,0,0,0
30959,0,0,0,0,4096
30960,0,0,0,0,4096
30961,0,0,0,0,4096
30962,0,0,0,0,4096
30963,0,0,0,0,4096
30964,1994,0,0,0,0
30965,3383,0,1732,0,0
30966,4096,0,3150,2252,0
30967,819,1473,0,0,0
30968,0,4096,0,0,0
30969,0,4096,0,0,4096
30970,0,2136,0,0,4096
30971,0,476,0,0,4096
30972,0,0,0,0,4096
30973,0,0,0,0,4096
30974,0,0,0,0,0
30975,0,0,0,0,0
30976,0,0,0,0,0
30977,0,0,0,722,0
30978,0,0,0,0,4096
30979,0,0,0,0,4096
30980,0,0,0,0,4096
30981,0,0,0,0,4096
30982,0,0,0,0,4096
30983,0,0,0,0,0
30984,0,0,0,0,0
30985,0,0,0,0,0
30986,0,0,0,2650,0
30987,0,0,0,2650,0
30988,0,0,0,722,4096
30989,0,0,0,0,4096
30990,0,0,0,0,4096
30991,0,0,0,0,4096
30992,0,0,0,0,4096
30993,0,0,0,0,0
30994,0,0,0,0,0
30995,365,0,0,0,0
30996,1462,0,0,0,0
30997,658,0,0,0,0
30998,109,225,0,0,4096
30999,0,338,0,0,4096
31000,0,112,0,0,4096
31001,0,0,0,0,4096
31002,0,0,0,0,4096
31003,0,0,0,0,0
31004,0,0,0,0,0
31005,0,0,0,0,0
31006,0,0,0,0,0
31007,804,0,0,0,0
31008,2998,0,910,1204,4096
31009,3913,0,2882,722,4096
31010,1865,0,3489,0,4096
31011,0,0,0,0,4096
31012,0,2735,0,0,0
31013,0,3857,0,0,0
31014,0,3103,0,0,0
31015,0,1790,0,0,0
31016,0,1096,0,0,0
31017,0,0,0,0,4096
31018,0,0,0,722,4096
31019,0,0,0,0,4096
31020,0,0,0,0,4096
31021,0,0,0,0,4096
31022,0,0,0,0,0
31023,0,0,0,0,0
31024,0,0,0,0,0
31025,0,0,0,0,0
31026,0,0,0,0,0
31027,0,0,0,0,4096
31028,0,0,0,0,4096
31029,0,0,0,722,4096
31030,0,0,0,0,4096
31031,0,0,0,0,4096
31032,0,0,0,0,0
31033,0,0,0,0,0
31034,0,0,0,0,0
31035,0,0,0,0,0
31036,0,0,0,0,0
31037,0,0,0,0,4096
31038,256,0,0,2409,4096
31039,0,0,0,4096,4096
31040,0,0,0,0,4096
31041,0,0,0,0,0
31042,0,0,0,0,0
31043,0,0,0,0,0
31044,0,0,0,0,0
31045,0,0,0,0,0
31046,0,0,0,0,4096
31047,0,0,0,0,4096
31048,0,0,0,0,4096
31049,0,0,0,0,4096
31050,0,0,0,0,4096
31051,0,0,0,0,0
31052,0,0,0,0,0
31053,0,0,0,0,0
31054,0,0,0,0,0
31055,0,0,0,0,4096
31056,1097,0,0,0,4096
31057,1097,0,0,0,4096
31058,731,0,0,0,4096
31059,0,0,0,0,4096
31060,0,251,0,0,0
31061,0,0,0,2891,0
31062,0,0,0,0,0
31063,0,0,0,0,0
31064,0,0,0,0,0
31065,0,0,0,0,4096
31066,0,0,0,0,4096
31067,0,0,0,0,4096
31068,2157,0,0,0,4096
31069,3547,0,2275,0,4096
31070,4096,0,3489,0,0
31071,2194,0,4096,0,0
31072,0,637,0,0,0
31073,0,4096,0,0,0
31074,0,4061,0,0,0
31075,0,1738,0,0,4096
31076,0,732,0,0,4096
31077,0,0,0,0,4096
31078,0,0,0,0,4096
31079,0,0,0,0,4096
31080,0,0,0,0,0
31081,0,0,0,2409,0
31082,0,0,0,0,0
31083,0,0,0,0,0
31084,0,0,0,0,0
31085,0,0,0,0,4096
31086,0,0,0,0,4096
31087,0,0,0,0,4096
31088,0,0,0,0,4096
31089,0,0,0,0,0
31090,0,0,0,0,0
31091,0,0,0,722,0
31092,0,0,0,722,0
31093,0,0,0,0,0
31094,0,0,0,0,4096
31095,0,0,0,0,4096
31096,0,0,0,0,4096
31097,0,0,0,0,4096
31098,0,0,0,0,4096
31099,0,0,0,0,0
31100,621,0,0,0,0
31101,1462,0,0,0,0
31102,475,0,0,1686,0
31103,219,225,0,0,0
31104,0,0,0,0,4096
31105,0,0,0,0,4096
31106,0,0,0,0,4096
31107,0,0,0,0,4096
31108,0,0,0,0,4096
31109,0,277,0,0,0
31110,0,1048,0,0,0
31111,0,979,0,0,0
31112,0,0,0,0,0
31113,0,0,0,0,0
31114,0,0,0,0,4096
31115,0,0,0,0,4096
31116,0,0,0,0,4096
31117,0,0,0,0,4096
31118,0,0,0,0,4096
31119,0,0,0,0,0
31120,0,0,0,0,0
31121,768,0,0,0,0
31122,0,3437,0,0,0
31123,0,4096,0,0,0
31124,0,4096,0,0,4096
31125,0,3805,0,0,4096
31126,0,1022,0,0,4096
31127,0,1022,0,0,4096
31128,0,0,0,0,4096
31129,0,0,0,0,0
31130,0,0,0,0,0
31131,0,0,0,0,0
31132,0,0,0,0,0
31133,0,0,0,0,0
31134,0,0,0,0,4096
31135,0,0,0,0,4096
31136,0,0,0,0,4096
31137,0,0,0,0,4096
31138,0,0,0,0,0
31139,0,0,0,0,0
31140,0,0,0,0,0
31141,0,0,0,0,0
31142,0,0,0,0,0
31143,0,0,0,0,4096
31144,0,0,0,0,4096
31145,0,0,0,0,4096
31146,0,0,0,0,4096
31147,0,0,0,0,4096
31148,0,0,0,0,0
31149,0,0,0,0,0
31150,0,0,0,0,0
31151,0,0,0,0,0
31152,0,0,0,0,0
31153,0,0,0,0,4096
31154,0,0,0,0,4096
31155,0,0,0,0,4096
31156,0,0,0,722,4096
31157,0,0,0,722,4096
31158,0,0,0,0,4096
31159,0,0,0,0,0
31160,0,0,0,0,0
31161,0,0,0,0,0
31162,0,0,0,0,0
31163,0,0,0,0,0
31164,0,0,0,0,4096
31165,0,0,0,0,4096
31166,0,0,0,3614,4096
31167,0,0,0,1686,4096
31168,0,0,0,0,4096
31169,0,0,0,0,0
31170,0,0,0,0,0
31171,0,0,0,0,0
31172,0,0,0,0,0
31173,0,0,0,722,0
31174,0,0,0,0,4096
31175,0,0,0,0,4096
31176,0,0,0,0,4096
31177,0,0,0,0,4096
31178,0,0,0,0,4096
31179,0,0,0,0,4096
31180,0,0,0,0,0
31181,0,0,0,0,0
31182,0,0,0,0,0
31183,0,0,0,0,0
31184,0,0,0,0,0
31185,0,0,0,0,4096
31186,0,0,0,0,4096
31187,0,0,0,0,4096
31188,0,0,0,0,4096
31189,0,0,0,0,4096
31190,0,0,0,0,0
31191,0,0,0,0,0
31192,0,0,0,0,0
31193,0,0,0,0,0
31194,0,0,0,0,4096
31195,0,0,0,0,4096
31196,0,515,0,0,4096
31197,0,91,0,0,4096
31198,0,0,0,0,4096
31199,0,0,0,0,0
31200,0,0,0,0,0
31201,0,0,0,0,0
31202,0,0,0,0,0
31203,0,0,0,0,0
31204,0,0,0,0,4096
31205,146,0,0,0,4096
31206,1865,0,0,0,4096
31207,256,2466,0,0,4096
31208,0,4096,0,0,4096
31209,0,4096,0,0,0
31210,0,3588,0,0,0
31211,0,758,0,0,0
31212,0,0,0,0,0
31213,0,0,0,0,0
31214,0,0,0,0,4096
31215,365,0,0,0,4096
31216,1280,0,0,0,4096
31217,438,0,0,0,4096
31218,0,3237,0,0,4096
31219,0,4096,0,0,4096
31220,0,2353,0,0,0
31221,0,173,0,0,0
31222,0,173,0,0,0
31223,0,0,0,0,0
31224,0,0,0,0,0
31225,0,0,0,0,4096
31226,0,0,0,0,4096
31227,0,0,0,0,4096
31228,0,0,0,0,4096
31229,0,0,0,0,4096
31230,0,0,0,963,0
31231,0,0,0,0,0
31232,0,0,0,0,0
31233,0,0,0,0,0
31234,0,0,0,0,4096
31235,0,0,0,0,4096
31236,0,0,0,0,4096
31237,0,0,0,0,4096
31238,0,0,0,0,4096
31239,0,0,0,0,0
31240,0,0,0,0,0
31241,0,0,0,0,0
31242,0,0,0,0,0
31243,0,0,0,0,0
31244,0,0,0,0,4096
31245,0,0,0,0,4096
31246,0,0,0,0,4096
31247,0,0,0,0,4096
31248,0,0,0,0,4096
31249,0,0,0,0,0
31250,0,0,0,0,0
31251,0,0,0,0,0
31252,0,0,0,0,0
31253,0,0,0,0,0
31254,0,0,0,0,4096
31255,0,0,0,0,4096
31256,0,0,0,0,4096
31257,0,0,0,0,4096
31258,0,0,0,0,4096
31259,0,0,0,0,0
31260,0,0,0,0,0
31261,0,0,0,0,0
31262,0,0,0,0,0
31263,0,0,0,0,4096
31264,0,0,0,0,4096
31265,0,0,0,0,4096
31266,0,0,0,0,4096
31267,0,0,0,0,4096
31268,0,0,0,819,0
31269,0,0,0,0,0
31270,0,0,0,0,0
31271,0,0,0,0,0
31272,0,0,0,0,0
31273,0,0,0,0,4096
31274,0,0,0,0,4096
31275,0,0,0,0,4096
31276,0,0,0,0,4096
31277,0,0,0,0,4096
31278,0,0,0,0,4096
31279,0,0,0,0,0
31280,0,0,0,0,0
31281,0,0,0,0,0
31282,0,0,0,0,0
31283,0,0,0,0,0
31284,0,0,0,0,4096
31285,0,0,0,0,4096
31286,0,0,0,0,4096
31287,0,0,0,1365,4096
31288,0,0,0,0,4096
31289,0,0,0,819,0
31290,0,0,0,0,0
31291,0,0,0,0,0
31292,0,0,0,0,0
31293,0,0,0,0,0
31294,0,0,0,0,4096
31295,0,0,0,0,4096
31296,0,0,0,0,4096
31297,0,0,0,0,4096
31298,0,0,0,0,4096
31299,0,0,0,0,0
31300,0,0,0,0,0
31301,0,0,0,0,0
31302,0,0,0,0,0
31303,0,0,0,0,0
31304,0,0,0,0,4096
31305,0,0,0,0,4096
31306,0,0,0,0,4096
31307,0,0,0,0,4096
31308,0,0,0,0,4096
31309,0,0,0,0,0
31310,0,0,0,0,0
31311,0,0,0,0,0
31312,0,0,0,1365,0
31313,0,0,0,0,0
31314,0,0,0,0,0
31315,0,0,0,0,4096
31316,0,0,0,0,4096
31317,0,0,0,0,4096
31318,0,0,0,0,4096
31319,0,0,0,0,4096
31320,0,0,0,0,0
31321,0,0,0,0,0
31322,0,0,0,0,0
31323,0,0,0,0,0
31324,0,0,0,0,0
31325,0,0,0,0,4096
31326,0,0,0,0,4096
31327,0,0,0,0,4096
31328,0,0,0,0,4096
31329,0,0,0,0,4096
31330,0,0,0,0,4096
31331,0,0,0,0,0
31332,0,0,0,0,0
31333,0,0,0,0,0
31334,0,0,0,0,0
31335,0,0,0,0,0
31336,0,0,0,0,4096
31337,0,0,0,0,4096
31338,0,0,0,0,4096
31339,0,0,0,0,4096
31340,0,0,0,0,4096
31341,0,0,0,0,0
31342,0,0,0,0,0
31343,0,0,0,0,0
31344,0,0,0,0,0
31345,0,0,0,0,4096
31346,0,0,0,0,4096
31347,0,0,0,0,4096
31348,0,0,0,0,4096
31349,0,0,0,0,4096
31350,0,0,0,0,4096
31351,0,0,0,0,0
31352,0,0,0,0,0
31353,0,0,0,0,0
31354,0,0,0,0,0
31355,0,0,0,0,0
31356,0,0,0,0,4096
31357,0,0,0,0,4096
31358,0,0,0,0,4096
31359,0,0,0,0,4096
31360,0,0,0,0,4096
31361,0,0,0,0,0
31362,0,0,0,0,0
31363,0,0,0,0,0
31364,0,0,0,0,0
31365,0,0,0,0,0
31366,0,0,0,0,4096
31367,0,0,0,0,4096
31368,0,0,0,0,4096
31369,0,0,0,0,4096
31370,0,0,0,0,4096
31371,0,0,0,0,0
31372,0,0,0,0,0
31373,0,0,0,0,0
31374,0,0,0,0,0
31375,0,0,0,0,0
31376,0,0,0,0,4096
31377,0,0,0,0,4096
31378,0,0,0,0,4096
31379,0,0,0,1092,4096
31380,0,0,0,0,4096
31381,0,0,0,0,0
31382,0,0,0,0,0
31383,0,0,0,0,0
31384,0,0,0,0,0
31385,0,0,0,0,0
31386,0,0,0,0,4096
31387,0,0,0,0,4096
31388,0,0,0,0,4096
31389,0,0,0,0,4096
31390,0,0,0,0,4096
31391,0,0,0,0,4096
31392,0,0,0,0,0
31393,0,0,0,0,0
31394,0,0,0,0,0
31395,0,0,0,0,0
31396,0,0,0,0,0
31397,0,0,0,0,4096
31398,0,0,0,0,4096
31399,0,0,0,0,4096
31400,0,0,0,0,4096
31401,0,0,0,0,4096
31402,0,0,0,0,0
31403,0,0,0,0,0
31404,0,0,0,0,0
31405,0,0,0,0,0
31406,0,0,0,0,0
31407,0,0,0,0,4096
31408,0,0,0,0,4096
31409,0,0,0,0,4096
31410,0,0,0,0,4096
31411,0,0,0,0,4096
31412,0,0,0,0,0
31413,0,0,0,0,0
31414,0,0,0,0,0
31415,0,0,0,0,0
31416,0,0,0,0,0
31417,0,0,0,0,4096
31418,0,0,0,0,4096
31419,0,0,0,0,4096
31420,0,0,0,0,4096
31421,0,0,0,0,0
31422,0,0,0,0,0
31423,0,0,0,0,0
31424,0,0,0,0,0
31425,0,0,0,0,0
31426,0,0,0,0,4096
31427,0,0,0,0,4096
31428,0,0,0,0,4096
31429,0,0,0,0,4096
31430,0,0,0,0,4096
31431,0,0,0,0,0
31432,0,0,0,0,0
31433,0,0,0,0,0
31434,0,0,0,0,0
31435,0,0,0,0,0
31436,0,0,0,0,4096
31437,0,0,0,0,4096
31438,0,0,0,0,4096
31439,0,0,0,0,4096
31440,0,0,0,0,4096
31441,0,0,0,0,0
31442,0,0,0,0,0
31443,0,0,0,0,0
31444,0,0,0,0,0
31445,0,0,0,0,0
31446,0,0,0,0,0
31447,0,0,0,0,4096
31448,0,0,0,4096,4096
31449,0,0,0,0,4096
31450,0,0,0,0,4096
31451,0,0,0,0,4096
31452,0,0,0,0,0
31453,0,0,0,0,0
31454,0,0,0,0,0
31455,0,0,0,0,0
31456,0,0,0,0,0
31457,0,0,0,0,4096
31458,0,0,0,0,4096
31459,0,0,0,3003,4096
31460,0,0,0,0,4096
31461,0,0,0,0,4096
31462,0,0,0,0,0
31463,0,0,0,0,0
31464,0,0,0,0,0
31465,0,0,0,0,0
31466,0,0,0,0,0
31467,0,0,0,0,0
31468,0,0,0,0,4096
31469,0,0,0,0,4096
31470,0,0,0,0,4096
31471,0,0,0,0,4096
31472,0,0,0,0,4096
31473,0,0,0,0,0
31474,0,0,0,0,0
31475,0,0,0,0,0
31476,0,0,0,0,0
31477,0,0,0,0,4096
31478,0,0,0,0,4096
31479,0,0,0,0,4096
31480,0,0,0,0,4096
31481,0,0,0,0,4096
31482,0,0,0,0,0
31483,0,0,0,0,0
31484,0,0,0,0,0
31485,0,0,0,0,0
31486,0,0,0,0,0
31487,0,0,0,0,4096
31488,0,0,0,0,4096
31489,0,0,0,0,4096
31490,0,0,0,0,4096
31491,0,0,0,0,4096
31492,0,0,0,0,0
31493,0,0,0,0,0
31494,0,0,0,0,0
31495,0,0,0,0,0
31496,0,0,0,0,0
31497,0,0,0,0,4096
31498,0,0,0,0,4096
31499,0,0,0,0,4096
31500,0,0,0,0,4096
31501,0,0,0,0,4096
31502,0,0,0,0,0
31503,0,0,0,0,0
31504,0,0,0,0,0
31505,0,0,0,0,0
31506,0,0,0,0,0
31507,0,0,0,0,0
31508,0,0,0,0,4096
31509,0,0,0,0,4096
31510,0,0,0,0,4096
31511,0,0,0,0,4096
31512,0,0,0,0,4096
31513,0,0,0,0,0
31514,269,0,0,0,0
31515,1724,0,0,1755,0
31516,0,0,0,0,0
31517,0,0,0,0,4096
31518,0,0,0,0,4096
31519,0,338,0,0,4096
31520,0,1239,0,0,4096
31521,0,1586,0,0,4096
31522,646,0,0,0,0
31523,1994,0,0,0,0
31524,2586,0,682,0,0
31525,0,0,0,0,0
31526,0,2323,0,0,0
31527,0,2323,0,0,4096
31528,0,2431,0,0,4096
31529,0,1256,0,0,4096
31530,0,0,0,0,4096
31531,0,0,0,0,4096
31532,0,0,0,0,0
31533,0,0,0,0,0
31534,269,0,0,0,0
31535,4096,0,1365,1755,0
31536,2910,0,4096,0,0
31537,0,0,0,0,4096
31538,0,0,0,0,4096
31539,0,3159,0,0,4096
31540,0,4096,0,0,4096
31541,0,3302,0,0,4096
31542,0,1460,0,0,0
31543,0,905,0,0,0
31544,0,125,0,0,0
31545,0,0,0,0,0
31546,0,0,0,0,0
31547,0,0,0,0,4096
31548,0,0,0,0,4096
31549,0,0,0,0,4096
31550,0,0,0,0,4096
31551,0,0,0,0,0
31552,0,0,0,0,0
31553,0,0,0,0,0
31554,0,0,0,0,0
31555,0,0,0,0,0
31556,0,0,0,0,0
31557,0,0,0,0,4096
31558,0,0,0,0,4096
31559,0,0,0,0,4096
31560,0,0,0,0,4096
31561,0,0,0,0,4096
31562,0,0,0,0,4096
31563,0,0,0,0,0
31564,0,0,0,3510,0
31565,0,0,0,0,0
31566,0,0,0,0,0
31567,0,0,0,0,0
31568,0,0,0,0,4096
31569,0,0,0,0,4096
31570,0,0,0,0,4096
31571,0,0,0,0,4096
31572,0,0,0,0,4096
31573,0,0,0,0,0
31574,0,0,0,0,0
31575,0,0,0,0,0
31576,0,0,0,0,0
31577,0,0,0,0,0
31578,0,0,0,0,4096
31579,0,0,0,0,4096
31580,0,0,0,0,4096
31581,0,0,0,0,4096
31582,0,0,0,0,4096
31583,0,0,0,0,4096
31584,0,0,0,0,0
31585,0,0,0,0,0
31586,161,0,0,1755,0
31587,0,0,0,0,0
31588,0,0,0,0,0
31589,0,0,0,0,4096
31590,0,0,0,0,4096
31591,0,0,0,0,4096
31592,0,0,0,0,4096
31593,0,0,0,0,4096
31594,0,0,0,3510,0
31595,0,0,0,0,0
31596,0,0,0,0,0
31597,0,0,0,0,0
31598,0,0,0,0,4096
31599,0,0,0,0,4096
31600,0,0,0,0,4096
31601,0,0,0,0,4096
31602,0,0,0,0,4096
31603,0,0,0,0,0
31604,0,0,0,0,0
31605,0,0,0,0,0
31606,0,0,0,0,0
31607,0,0,0,0,0
31608,0,0,0,4096,4096
31609,0,0,0,0,4096
31610,0,0,0,0,4096
31611,0,0,0,0,4096
31612,0,0,0,0,4096
31613,0,0,0,0,0
31614,0,0,0,0,0
31615,0,0,0,0,0
31616,0,0,0,0,0
31617,0,0,0,0,0
31618,0,0,0,0,4096
31619,0,0,0,2925,4096
31620,0,0,0,0,4096
31621,0,0,0,0,4096
31622,0,0,0,0,4096
31623,0,0,0,0,0
31624,0,0,0,0,0
31625,0,0,0,0,0
31626,0,0,0,0,0
31627,0,0,0,0,0
31628,0,0,0,0,4096
31629,0,0,0,0,4096
31630,0,0,0,0,4096
31631,0,0,0,0,4096
31632,0,0,0,0,4096
31633,0,0,0,0,0
31634,0,0,0,0,0
31635,0,0,0,0,0
31636,0,0,0,0,0
31637,0,0,0,0,0
31638,0,0,0,0,0
31639,0,0,0,0,4096
31640,0,0,0,0,4096
31641,0,0,0,0,4096
31642,0,0,0,0,4096
31643,0,0,0,0,0
31644,0,0,0,0,0
31645,0,0,0,0,0
31646,0,0,0,0,0
31647,0,0,0,0,0
31648,0,0,0,0,0
31649,0,0,0,0,4096
31650,0,0,0,0,4096
31651,0,0,0,0,4096
31652,0,0,0,0,4096
